x_m,y_m
-1.558939444785129745e+06,-5.091798941294603865e+05
-1.557590075148687232e+06,-5.118801117285940563e+05
-1.557590170188667951e+06,-5.136801399502786226e+05
-1.558489993248268496e+06,-5.127802052929235506e+05
-1.559389770138085587e+06,-5.136801688325722353e+05
-1.559839478956394596e+06,-5.145799306938868249e+05
-1.560289406891994877e+06,-5.145800007447030512e+05
-1.560740083303086692e+06,-5.132303466708565829e+05
-1.562990056624791119e+06,-5.105300813967483700e+05
-1.563889845116507728e+06,-5.082799780790017685e+05
-1.565239721541204024e+06,-5.069297015814161277e+05
-1.565689453192648711e+06,-5.060297611708397162e+05
-1.565689653890766436e+06,-5.024300259137569810e+05
-1.566589886345281499e+06,-5.024299388001597836e+05
-1.567489860297716223e+06,-5.033300363802842330e+05
-1.567939635163087631e+06,-5.033298300951924757e+05
-1.568839694885399891e+06,-5.037800680339328246e+05
-1.569739658349648118e+06,-5.046796982925166376e+05
-1.570190322068263777e+06,-5.046797161798590096e+05
-1.570639766116911080e+06,-5.051297026017309399e+05
-1.571089526461672271e+06,-5.051298460970059969e+05
-1.571989616784477606e+06,-5.055799930552102742e+05
-1.571989764148341725e+06,-5.069297347971734125e+05
-1.572439721305478131e+06,-5.069296727302696672e+05
-1.573339409095437266e+06,-5.069301748768115067e+05
-1.577389559492494678e+06,-5.033299807647143025e+05
-1.577839885446028551e+06,-5.015298153556384495e+05
-1.578289842669850215e+06,-5.010796043306014035e+05
-1.578739536817523884e+06,-5.015297058017021627e+05
-1.579189652008000296e+06,-5.015300949073050870e+05
-1.580089676502760733e+06,-5.019799250430496759e+05
-1.580990148992561037e+06,-5.019800088648067322e+05
-1.582339552419918822e+06,-4.988300587915599463e+05
-1.584590021807027515e+06,-4.952300741829689359e+05
-1.584590256349046249e+06,-4.943297921561625553e+05
-1.585939912197837373e+06,-4.925298623053639312e+05
-1.586389993866960518e+06,-4.907303096123049036e+05
-1.587290334992563352e+06,-4.898298326168753556e+05
-1.588189519894978497e+06,-4.880299897497145575e+05
-1.590439405141726835e+06,-4.871299512711209245e+05
-1.593589984814607073e+06,-4.871299975409996114e+05
-1.594039492910194211e+06,-4.866802690597359906e+05
-1.594939654961174820e+06,-4.866802165187274804e+05
-1.595389997356601059e+06,-4.862297151790197240e+05
-1.595839445653592236e+06,-4.862301422002869076e+05
-1.597189674995954148e+06,-4.844297301668287255e+05
-1.598090007204069290e+06,-4.839797442652829341e+05
-1.599439825347933685e+06,-4.826298844610085944e+05
-1.599889911151162582e+06,-4.826299581526793772e+05
-1.600339900792954722e+06,-4.821803524258607067e+05
-1.601240130805845372e+06,-4.821799566925740801e+05
-1.601689890625917586e+06,-4.817301853914546082e+05
-1.602589935405489989e+06,-4.817300343134566210e+05
-1.603039593711141497e+06,-4.812796715850720648e+05
-1.604389403001536382e+06,-4.812797164143323316e+05
-1.604839520521346712e+06,-4.808296870655792882e+05
-1.605290172373593086e+06,-4.808300683520394959e+05
-1.606189789872223046e+06,-4.803803774719982175e+05
-1.606189451173446607e+06,-4.794800709001735086e+05
-1.606639642442040844e+06,-4.790301516644190415e+05
-1.606189749883582583e+06,-4.781299044855901739e+05
-1.604839414901308017e+06,-4.767798755168804200e+05
-1.603489602740537142e+06,-4.745298335113332141e+05
-1.602590138582646148e+06,-4.740803071421829518e+05
-1.601239519842256559e+06,-4.740796202859467594e+05
-1.600340213451825315e+06,-4.736297999340473907e+05
-1.597189873586891219e+06,-4.736302177449628944e+05
-1.595390014472042909e+06,-4.727299546371959150e+05
-1.594489566452963278e+06,-4.727296836608655285e+05
-1.593589546651142649e+06,-4.722800198457436054e+05
-1.592689893302994082e+06,-4.722801053875544458e+05
-1.592239387069861405e+06,-4.718300652150548995e+05
-1.591339819772541523e+06,-4.718299737799384166e+05
-1.590439618741463637e+06,-4.709300012195572490e+05
-1.589539772180353291e+06,-4.704798484565808321e+05
-1.589089954645942897e+06,-4.700300567954682047e+05
-1.586840079488650896e+06,-4.700301151691728737e+05
-1.586389543161303736e+06,-4.682298985252214479e+05
-1.585939548899974441e+06,-4.682297797470535734e+05
-1.585039663971947506e+06,-4.677796210080811288e+05
-1.583689475091211265e+06,-4.677800698891868233e+05
-1.582789620726119494e+06,-4.673300465569894295e+05
-1.581889619820825756e+06,-4.673299720075595542e+05
-1.581439942887045443e+06,-4.664297527542771422e+05
-1.573339676145952661e+06,-4.664300516325753415e+05
-1.572889426395731512e+06,-4.659798766187049332e+05
-1.572889422885351814e+06,-4.650801055567366420e+05
-1.579190081745417789e+06,-4.650800800048031961e+05
-1.579639415116528515e+06,-4.641798452263944200e+05
-1.578739773372648517e+06,-4.632797589619676000e+05
-1.572440063173756702e+06,-4.632801198552651331e+05
-1.572889393897212110e+06,-4.623801879888873082e+05
-1.573789845329200150e+06,-4.623798935370789841e+05
-1.574689768206336536e+06,-4.614801014897180139e+05
-1.575590061972868163e+06,-4.614796816561113228e+05
-1.576039612689242931e+06,-4.610298965647479636e+05
-1.577839654724884080e+06,-4.610300899155224906e+05
-1.578289806265989318e+06,-4.605800107942682225e+05
-1.581890286019829800e+06,-4.605798888967470266e+05
-1.583689601538184332e+06,-4.592299251106672455e+05
-1.584590077310681343e+06,-4.592298273006210220e+05
-1.585939481879127910e+06,-4.583300833527772920e+05
-1.586390325074880384e+06,-4.587799133050112869e+05
-1.586390005280612735e+06,-4.592298875229958794e+05
-1.585490134883888764e+06,-4.601301564629213535e+05
-1.585039554291267879e+06,-4.619300342140726862e+05
-1.585939587554715807e+06,-4.619297760034975363e+05
-1.586839569402445806e+06,-4.614800186822804972e+05
-1.587289970317023573e+06,-4.614798827719408437e+05
-1.587740147714307066e+06,-4.610302568715615780e+05
-1.588189638066624990e+06,-4.610300704716552282e+05
-1.589989565420057857e+06,-4.596794803899173276e+05
-1.590439550420930376e+06,-4.596801502964136889e+05
-1.592239823866194813e+06,-4.583301346423557261e+05
-1.592689861495087622e+06,-4.583301580443179118e+05
-1.594039964487567544e+06,-4.569797765739170136e+05
-1.594939765704168240e+06,-4.569798695882962784e+05
-1.595840049652899383e+06,-4.560800439147250727e+05
-1.595840100415001623e+06,-4.551800787676933687e+05
-1.597190090859423392e+06,-4.529297746702901204e+05
-1.597189451915269950e+06,-4.515796957805858692e+05
-1.598539789293956244e+06,-4.488795049180241185e+05
-1.599889793422505027e+06,-4.470795944357418921e+05
-1.599889483292394551e+06,-4.466293793596978066e+05
-1.600789639827555511e+06,-4.457301961850438383e+05
-1.600077739340161672e+06,-4.450179200889337808e+05
-1.599824403610382462e+06,-4.459468177648014971e+05
